trial,seed,base_duration,imp_duration,min_cost,base_cost,imp_cost
75,725245378341,5607,1016,1.0931231094627675E8,1.3538456584823745E8,1.1562225212274735E8
76,725282846656,5658,819,1.0787055187776479E8,1.3494968913266662E8,1.1410568913266653E8
77,725325982763,5979,1004,9.984671745310031E7,1.2840407039427681E8,1.0640218804133554E8
78,725361810060,6108,899,1.0595435967597944E8,1.3390532046029326E8,1.1239935967597939E8
79,725399220894,5936,966,9.884870713719024E7,1.2568117772542581E8,1.0521645223522957E8
80,725440353914,5867,864,1.0671342964566678E8,1.3263458650841208E8,1.129497433711571E8
81,725474881396,5655,934,1.0271994988993081E8,1.2706608714483288E8,1.0885573420365624E8
82,725509658225,5436,884,1.0336672169979613E8,1.2896299620960018E8,1.0942689817038429E8
83,725545010484,6115,1029,1.0959079311047335E8,1.3747483232615975E8,1.1625524409086572E8
84,725582658091,6084,978,1.0890882469036545E8,1.3649215802369875E8,1.152905109648755E8
85,725618717908,5854,902,1.0921168318123327E8,1.3603244788711578E8,1.1562811455378236E8
86,725657429633,5754,897,1.1009866825744429E8,1.3655211923783633E8,1.1617457021822858E8
87,725698578045,6213,806,1.108755804583165E8,1.3846052163478732E8,1.1704042359557153E8
88,725740501496,6114,792,1.0513026647419657E8,1.3228548216047105E8,1.1142830568988277E8
89,725778708635,5771,796,1.063704355806506E8,1.3171639636496438E8,1.1264443558065048E8
90,725812965456,6009,783,1.1390694476596932E8,1.4217408202087134E8,1.2026263104047923E8
91,725851886996,5837,989,1.0867369523863381E8,1.3449155798373204E8,1.1492755798373199E8
92,725886537130,6030,914,1.044833798184868E8,1.3271851707338871E8,1.1135798766162406E8
93,725927424814,5608,766,1.0766493424113335E8,1.3263073816270214E8,1.1371209110387866E8
94,725963468686,5901,757,1.0621321647711417E8,1.321686282418199E8,1.1223009883005534E8
95,726003379572,5721,843,1.0605193690281881E8,1.3447291729497573E8,1.127111525890934E8
96,726042174021,5976,803,1.062893260344941E8,1.3396395348547441E8,1.1289634564233717E8
97,726080054414,6177,889,1.0830514811611561E8,1.3634418733180177E8,1.1446124615533127E8
98,726114322651,5612,918,1.0725962909076647E8,1.3414509967900184E8,1.136242565417467E8
99,726154226595,5882,916,1.0387018586862014E8,1.3198597018234566E8,1.0988869567254177E8
100,726191338946,6101,854,1.0507731944038638E8,1.3367145669528843E8,1.1167308414626881E8
101,726231408413,5695,887,1.0439086376678935E8,1.3101480494325973E8,1.1059923631580874E8
102,726270053709,6165,947,1.0726199652040304E8,1.3518401612824646E8,1.1333942789295219E8
103,726308136471,6136,973,1.086844123186148E8,1.3695603976959515E8,1.152499613382226E8
104,726347485735,5791,964,1.055197663632993E8,1.3027890361820117E8,1.1132664871624039E8
105,726382508914,6077,999,1.0904396660602489E8,1.3613659405700508E8,1.1570486856680933E8
106,726422203025,5239,853,1.00559159720855E8,1.2401145383850223E8,1.0625231658360012E8
107,726454646026,5748,781,1.052215181780583E8,1.3123838092315646E8,1.1132969464864658E8
108,726490674727,5810,849,1.1072032764879021E8,1.3865101392329994E8,1.1725156294290778E8
109,726529092693,6199,925,1.1079121343618515E8,1.4036695853422427E8,1.1763354676951845E8
110,726567493170,6123,846,1.0597627516875234E8,1.3371149085502692E8,1.1248996144326219E8
111,726606131956,6320,928,1.0576164847980842E8,1.34567491617063E8,1.124752367151021E8
112,726645037572,6063,993,1.076206016650021E8,1.3488940558657086E8,1.1393611146892372E8
113,726681360171,5888,774,1.0737456069656515E8,1.3365830579460439E8,1.1351007050048666E8
114,726716706435,6013,785,1.0155834463465765E8,1.2851879561504997E8,1.0765697208563806E8
115,726752641201,5699,779,1.0502995976481621E8,1.3158433231383583E8,1.1117082250991432E8
116,726787462505,6231,813,1.0903338645423691E8,1.3903720998364863E8,1.1561515116011925E8
117,726830975596,5543,778,1.0873769089788911E8,1.34790808544948E8,1.1468718109396772E8
118,726867943175,5753,834,1.102663037165462E8,1.3642918606948754E8,1.1672424489301677E8
119,726906556714,6068,853,1.0948286825961852E8,1.385578290439322E8,1.1616549571059866E8
120,726947455288,5614,791,1.0447335322133154E8,1.29686706162508E8,1.1042852969191968E8
121,726983430460,5851,800,1.0622555783648095E8,1.3443279313059852E8,1.1273700881687315E8
122,727023776109,5716,796,1.0623255413939786E8,1.3293926002175078E8,1.1243090708057429E8
123,727058301838,6194,990,1.0265158050305685E8,1.3153760011090004E8,1.0927707069913529E8
124,727094975418,6652,1002,1.1067435584344186E8,1.4014192447089273E8,1.1736747349050075E8
125,727132522223,6021,902,1.0864726583978625E8,1.3622116780057082E8,1.1533355995743345E8
126,727172048758,6137,1055,1.0944532859040403E8,1.3805470113942373E8,1.1602307368844332E8
127,727213677281,6062,810,1.1019185696477574E8,1.391829353961483E8,1.1642854323928562E8
128,727257428481,5659,790,1.0630997549075311E8,1.3322646568683146E8,1.1257070098094901E8
129,727302999843,6214,857,1.0673847040343574E8,1.34732940991671E8,1.1310098020735702E8
130,727344859926,5630,806,1.016640754801354E8,1.2728870293111575E8,1.0771225195072371E8
131,727389158006,5811,869,1.1276576455151008E8,1.4011805866915727E8,1.1926980376719645E8
132,727428848022,5777,1009,1.0948976089246207E8,1.3717819226501098E8,1.1609009422579531E8
133,727469747075,5917,837,1.027513488371678E8,1.2878372138618745E8,1.087240155038344E8
134,727507538534,6001,748,1.0440457957587807E8,1.3079091290921135E8,1.1043006977195632E8
135,727546293771,5894,773,1.1169603220438094E8,1.4074336553771424E8,1.180941694592828E8
136,727584782804,6106,897,1.0791270270160204E8,1.3412766348591582E8,1.1428199681924926E8
137,727619691524,5906,962,1.0847621575012568E8,1.3525854908345887E8,1.1500903927953734E8
138,727656767554,6104,986,1.051672673402695E8,1.3253501243830861E8,1.1150075753634773E8
139,727692300945,5946,778,1.0800505804127584E8,1.3538382274715808E8,1.1458474431578559E8
140,727727035723,6296,819,1.0822187123793648E8,1.3796110653205407E8,1.1478320457126966E8
141,727765862719,6058,1064,1.0562152084343266E8,1.3177801103951107E8,1.1202012868656978E8
142,727801072882,5666,824,1.0604195881598663E8,1.3223105685520224E8,1.1197413528657465E8
143,727838552224,5629,956,1.0692454542403935E8,1.3294556503188267E8,1.1328195718874535E8
144,727875146269,5801,886,9.995059837384428E7,1.2773285327580512E8,1.0626816700129537E8
145,727917705856,6374,885,1.093907329312952E8,1.3825816430384418E8,1.157201643038443E8
146,727956945675,6070,791,1.0364682624029076E8,1.2968870859323181E8,1.0979333604421225E8
147,727991602524,5603,909,1.0119034725173603E8,1.2700724921252027E8,1.074658570556574E8
148,728028161972,5443,821,1.0677173015609193E8,1.3316088701883708E8,1.1266020074432719E8
149,728067928450,5822,861,1.0473335617849171E8,1.3100217970790324E8,1.1118308166868754E8
150,728105216934,5758,786,1.0754838631468424E8,1.3533103337350792E8,1.1401513141272363E8
151,728142775680,5815,895,1.0358928197928716E8,1.3078283099889529E8,1.0974392903811073E8
152,728178386691,5741,863,1.0583049465365295E8,1.3126463190855484E8,1.118862789673783E8
153,728215579812,5675,839,1.0873959188158488E8,1.353871016855065E8,1.1504921933256525E8
154,728255050155,6369,967,1.1243371408738E8,1.4172073369522336E8,1.1891098859718406E8
155,728295318033,5973,971,1.051021085732757E8,1.3113555955366777E8,1.1126420661249132E8
156,728333762553,5361,819,1.0357182594358048E8,1.2669931613965905E8,1.0968870829652183E8
157,728372808654,5920,1045,1.09191826386589E8,1.3678235579835367E8,1.1574445383756952E8
158,728413633522,6225,845,1.0978472508396487E8,1.370870976329845E8,1.1609499959376878E8
159,728454905452,6044,838,1.0767835829953992E8,1.359062406524814E8,1.1393439751522648E8
160,728492607146,5870,905,1.1056635751026188E8,1.3766737711810502E8,1.1686627907888928E8
161,728529674506,5610,876,1.0324376168067756E8,1.2882289893557966E8,1.0940364403361881E8
162,728565516147,5411,924,1.0450930048940775E8,1.292546926462704E8,1.1071373186195672E8
163,728600789422,6159,852,1.0282671863962592E8,1.2955642452197883E8,1.0886632648276304E8
164,728637251835,5635,1045,1.0533971502432035E8,1.3083275424000664E8,1.1180714639686935E8
165,728673415104,6014,941,1.0646595895203151E8,1.3304211581477676E8,1.1288601777556103E8
166,728710163514,5937,898,1.0502193115177295E8,1.3390259781843938E8,1.1148822526941997E8
167,728748983827,5659,874,1.0455907272879544E8,1.328114648856579E8,1.1114207272879535E8
168,728785040916,5577,994,1.0681486657502201E8,1.3201994500639446E8,1.1283098422208071E8
169,728819613009,6371,880,1.0976184090245402E8,1.397072526671599E8,1.1623842913774793E8
170,728859309363,5628,858,1.0827934884692323E8,1.3575223119986427E8,1.1476821159202121E8
171,728898438146,5911,885,1.069675805190542E8,1.3268250208768158E8,1.1304305110728954E8
172,728934913462,5982,881,1.1019596219785428E8,1.381358641586386E8,1.1648086415863846E8
173,728970719125,5463,810,1.0232888335677364E8,1.277850402195187E8,1.0810470688618551E8
174,729005208773,6055,974,1.0640930000863807E8,1.3431380981255937E8,1.1281012353804952E8
175,729041348627,6581,840,1.1199264228128366E8,1.4045030894795007E8,1.1839493639893064E8
176,729082950399,6032,875,1.0638652838414742E8,1.3239082250179484E8,1.1243948916846126E8
177,729119491570,5331,795,1.0087665400208595E8,1.2463834027659577E8,1.0640922262953702E8
178,729154668260,6358,1048,1.0738923491057372E8,1.3586286236155385E8,1.1403256824390694E8
179,729194876704,5798,879,1.0349213340761302E8,1.2914527066251495E8,1.0968674125075038E8
180,729229452775,5238,951,9.939822122589153E7,1.2312886828471522E8,1.0543080946118583E8
181,729264989656,6189,872,1.1048038853175673E8,1.3856540813960004E8,1.1693789833567826E8
182,729302347149,5982,816,1.035548603268573E8,1.298735073856809E8,1.0944352699352399E8
183,729339222751,6273,1090,1.0969896573442706E8,1.3957176965599552E8,1.169258480873683E8
184,729377506266,6382,889,1.0830562404301162E8,1.3660460443516865E8,1.1485917306261943E8
185,729420370844,5862,937,1.0884913970592703E8,1.358180220588682E8,1.1527339460788777E8
186,729456673811,6495,1027,1.0758179101922652E8,1.379101047447167E8,1.1451369298001067E8
187,729496489318,5493,903,1.0065141904787087E8,1.2557051708708666E8,1.0700583081257676E8
188,729531302919,5782,808,1.0297583685715339E8,1.2893117019048674E8,1.0926532705323188E8
189,729568396320,6420,983,1.0846527245575865E8,1.385183704949743E8,1.1510074304399407E8
190,729608277091,5961,715,1.0573241079451488E8,1.3256354804941665E8,1.1187894020627959E8
191,729648842156,5961,857,1.082994154793856E8,1.3469114096958137E8,1.1457174881271842E8
192,729685085954,6011,898,1.1075385930271259E8,1.3786458479290837E8,1.1751991812624195E8
193,729720582289,5314,738,9.89110308765139E7,1.2207236420984712E8,1.04741030876514E8
194,729752229997,6231,956,1.0638986320854598E8,1.3387239262031062E8,1.1272080438501652E8
195,729788640432,5887,997,1.0767466210876115E8,1.3450938759895706E8,1.1412174054013363E8
196,729825528958,5760,813,1.1015809291021053E8,1.3645779879256353E8,1.1622958310628909E8
197,729865203443,5728,856,1.0369780835718182E8,1.3026686718071137E8,1.098610828669855E8
198,729899972732,5769,1039,1.0727488022975683E8,1.3368376258269805E8,1.1361686062191398E8
199,729934602254,5596,727,1.052455986685243E8,1.322816378842106E8,1.1117371631558314E8
200,729975211123,5954,986,1.0724768454506929E8,1.3322562572153988E8,1.1379242964310852E8
201,730013587712,5972,788,1.0885461096868046E8,1.3565845410593507E8,1.151335129294645E8
202,730048547235,5515,892,1.0613205363229299E8,1.3076379873033206E8,1.1196177912248887E8
203,730083321368,5655,799,1.0405809553214587E8,1.3068784063018501E8,1.1035254651253796E8
204,730119946903,6329,842,1.0784091139409469E8,1.3700073492350644E8,1.1450349962938888E8
205,730158383335,5903,933,1.074023521503018E8,1.3485248940520382E8,1.1374325411108615E8
206,730195939643,6281,932,1.144422110808816E8,1.4264105421813646E8,1.2092521108088145E8
207,730231666865,6227,934,1.0536331622919144E8,1.3244708093507367E8,1.1189100250370112E8
208,730267414720,6214,884,1.0575542823963471E8,1.3378397725924245E8,1.122264870631638E8
209,730308789422,5819,1029,1.0396535331331156E8,1.3024762782311553E8,1.1015917684272316E8
210,730343565088,5737,874,1.0666790680090848E8,1.3417720091855578E8,1.1303929895777155E8
211,730378642634,5577,909,1.0615909875080048E8,1.3292066737825151E8,1.1269145169197707E8
212,730418938823,5862,895,1.0760302684102933E8,1.3521806605671576E8,1.1398920331161767E8
213,730457042503,6003,871,1.0208102228624979E8,1.2999041444311263E8,1.082504536587988E8
214,730492223263,5749,861,1.0998792975094436E8,1.3790720426074848E8,1.1626002779016012E8
215,730527929807,6026,865,1.0748497198738948E8,1.3526248179131114E8,1.1390538375209543E8
216,730564567631,6044,963,1.0567621558251426E8,1.3240176460212208E8,1.1197570577859257E8
217,730600485120,6015,822,1.0763715003572905E8,1.345012480749447E8,1.1394550297690545E8
218,730636167851,5981,1064,1.1076806031517826E8,1.3820951129557043E8,1.1753858972694328E8
219,730674727075,6526,761,1.1127139537437949E8,1.4062314047241867E8,1.1769023851163436E8
220,730713455684,6044,923,1.0750610910822856E8,1.35661187539601E8,1.1384954048077738E8
221,730751740461,5815,931,1.0661429600693491E8,1.3251819796771912E8,1.1278121757556242E8
222,730789264415,5924,787,1.1151174690777946E8,1.3945919788817146E8,1.1790915867248519E8
223,730828264914,5709,907,1.0609185546275778E8,1.3165499271765971E8,1.12292600560797E8
224,730864411573,5997,776,1.0778216017688414E8,1.3504839547100174E8,1.1420976802002124E8
225,730902304767,5925,965,1.0933172500999168E8,1.380719995197957E8,1.1589121520607E8
226,730943714752,5707,956,1.1358350888191028E8,1.396360775093612E8,1.1991584221524341E8
227,730980787805,5661,808,1.1019997240787676E8,1.35950442996112E8,1.1624310966277865E8
228,731015272313,5767,760,1.0863875941692337E8,1.3398003392672709E8,1.1461932804437435E8
229,731051534603,6484,955,1.1145964522760919E8,1.422188609138836E8,1.1826142954133458E8
230,731090865609,5987,860,1.0897453261895983E8,1.383139443836658E8,1.156301208542538E8
231,731133587478,6467,881,1.0766323378928547E8,1.3655409653438336E8,1.1405427300497179E8
232,731171637422,5800,783,1.0892462879673623E8,1.3464404056144223E8,1.147854327183049E8
233,731208282865,6051,893,1.051358768952815E8,1.314354847384185E8,1.1136436709135962E8
234,731242977585,6375,866,1.0296194303452541E8,1.3127486460315275E8,1.0970880577962331E8
235,731279491810,6335,948,1.0640256345252505E8,1.3438405364860353E8,1.130650536486035E8
236,731315410587,6029,970,1.0920492017890278E8,1.3744303782596138E8,1.1579188096321636E8
237,731357224990,5789,956,1.0684104410097437E8,1.3294449508136638E8,1.1293337743430772E8
238,731392988789,6261,759,1.1420528986489762E8,1.421978388845053E8,1.2062907417862293E8
239,731430061164,5435,890,1.0689969852459183E8,1.3222895342655276E8,1.1292479656380752E8
240,731462085165,6037,886,1.0876613916293125E8,1.369326293590098E8,1.1504123720214702E8
241,731498837449,6172,868,1.0868240793820457E8,1.3549564323232216E8,1.1512707460487092E8
242,731535367322,5821,834,1.0777705089844395E8,1.3478777638864017E8,1.1371014893765977E8
243,731569792837,6086,930,1.0998457908470762E8,1.3816940261411935E8,1.1643403006509955E8
244,731608655410,5790,921,1.0984436392369507E8,1.3641159921781257E8,1.161390501982049E8
245,731643701368,5802,918,1.0158674293196939E8,1.2697488018687122E8,1.0731762528491049E8
246,731680748451,5810,771,1.0668440456876418E8,1.3421428692170507E8,1.1300279672562675E8
247,731717795525,6092,1012,1.0844824672299485E8,1.3559297221319082E8,1.1501522711515169E8
248,731756063812,6071,869,1.0865780179844265E8,1.3594462532785434E8,1.1497837042589371E8
249,731794516227,5970,794,1.0495282186052296E8,1.3068629244875817E8,1.1078611597817001E8
250,731833246681,5826,848,1.028054748825016E8,1.3004141605897199E8,1.0928329841191329E8
251,731870570683,6372,1042,1.0786701337990667E8,1.3713022906618127E8,1.1483071926225965E8
252,731910997130,5606,864,1.0244443123433778E8,1.2939878417551407E8,1.0850633319512208E8
253,731947573334,5662,935,1.056184840608822E8,1.3175930759029397E8,1.1167287621774489E8
254,731983536431,5733,781,1.0485670321245521E8,1.3224433066343556E8,1.1121331105559242E8
255,732023366304,5658,774,1.0352414515625083E8,1.2878390986213322E8,1.0967098829350582E8
256,732061065974,6113,940,1.045368940832146E8,1.3072124702439103E8,1.1098393329890087E8
257,732096190289,5888,925,1.0901305517705582E8,1.355221728241148E8,1.1543789831431074E8
258,732133636188,5587,769,1.0326771357733893E8,1.3059318416557415E8,1.0935436063616249E8
259,732172337118,6218,864,1.1105189497288463E8,1.405240322277866E8,1.1776709105131596E8
260,732209660156,6148,789,1.0502223311183909E8,1.3370515468046641E8,1.1160295860203515E8
261,732250517492,5926,815,1.0824646764089964E8,1.351863303859974E8,1.1428560489580147E8
262,732287125629,5709,886,1.035438548396132E8,1.3079961954549563E8,1.0958371758471143E8
263,732335413607,6153,853,1.0724206540644628E8,1.3541316344566184E8,1.1339463403389712E8
264,732372451721,6060,1045,1.1122471578454204E8,1.3905999029434586E8,1.1767632362767924E8
265,732411108509,5821,813,1.0605170221873482E8,1.3300040810108802E8,1.121260943755975E8
266,732451156980,5568,864,1.0674597202325659E8,1.3364726614090367E8,1.1278140339580576E8
267,732489133928,6207,1032,1.0576225756032573E8,1.3350463010934548E8,1.1215819873679648E8
268,732525253127,6113,859,1.0618031146214154E8,1.3375168401116124E8,1.1275978205037685E8
269,732563432635,6055,933,1.0663401700031446E8,1.355896052356085E8,1.1321325229443206E8
270,732606010818,6019,959,1.0438150666174999E8,1.3108415372057341E8,1.1069558509312238E8
271,732647353418,5889,858,1.0127277736915262E8,1.2750909109464288E8,1.0748362050640756E8
272,732684504964,6219,938,1.1191732434259434E8,1.411515204210257E8,1.1863495179357466E8
273,732721716810,5931,918,1.0702485189122503E8,1.342965773814212E8,1.1344345973436235E8
274,732758826918,5991,917,1.0702141085182093E8,1.3589870496946788E8,1.1356860693025242E8
275,732795013123,6194,897,1.111218123055871E8,1.3928583191342995E8,1.1777094956048878E8
276,732834165589,5652,862,1.0447694116503677E8,1.3136058822386025E8,1.1038931371405633E8
277,732873485533,5597,823,1.0591745995003763E8,1.3185863642062584E8,1.1196242073435134E8
278,732911223828,5934,881,1.0218824551315923E8,1.2787810825825728E8,1.0849416708178675E8
279,732947896489,5897,961,1.0465431135664852E8,1.316292133174329E8,1.1126733096449177E8
280,732984481840,6055,777,1.0913481002652234E8,1.3545465316377726E8,1.1491308453632621E8
281,733023472583,6120,915,1.0741459993364884E8,1.3615910973757046E8,1.1370079601208043E8
282,733060759794,6684,1021,1.0738192865431845E8,1.3641412473274973E8,1.1397194826216145E8
283,733097816404,6242,883,1.0510426132878321E8,1.3241057505427349E8,1.1146569270133227E8
284,733134506521,6135,808,1.0307843055091786E8,1.291386462371925E8,1.0928246976660419E8
285,733167660602,5775,839,1.0602208156259465E8,1.3365380705279073E8,1.1252049332730049E8
286,733207282126,5764,696,1.0919541183447751E8,1.3613276477565414E8,1.1505466673643838E8
287,733249374890,5871,956,1.0376564865184185E8,1.3114453100478283E8,1.1010776629890074E8
288,733285410091,5624,997,1.0393975460672359E8,1.2964844088123347E8,1.1027528401848833E8
289,733321180192,5783,869,1.0637032496903051E8,1.3369801124354038E8,1.1245165830236389E8
290,733357088319,5543,1012,1.0979894623605661E8,1.351772011380174E8,1.160456129027232E8
291,733394137149,5912,839,1.01037124243396E8,1.2676645757672927E8,1.0706179091006263E8
292,733430479705,5895,918,1.0126623257253034E8,1.2566838943527544E8,1.0739423257253039E8
293,733462960405,6066,931,1.0896712497961661E8,1.3884143870510685E8,1.1573508576393034E8
294,733501292211,5450,916,1.0406764289103346E8,1.307174664204451E8,1.1053089779299419E8
295,733536042812,6852,775,1.094483440876852E8,1.377158342837636E8,1.1586726565631269E8
296,733575030125,5728,862,1.1013284073940304E8,1.373018995629327E8,1.1655684073940316E8
297,733617417362,5663,764,1.0338694882088216E8,1.302403213699016E8,1.0958632136990172E8
298,733651358746,5567,831,1.0784628077284274E8,1.3419245724343096E8,1.1401965332186231E8
299,733687872211,6106,934,1.0871867386779329E8,1.3658669347563672E8,1.151460856324992E8
300,733725555102,6474,867,1.1163998636259207E8,1.4161894714690587E8,1.1823926087239614E8
301,733769456152,5978,755,1.0550179461080523E8,1.3294528480688389E8,1.118409318657073E8
302,733806903158,5927,1002,1.0266241019582446E8,1.300744298036676E8,1.0925754745072629E8
303,733844944690,5842,913,1.072567118807285E8,1.3381502560621846E8,1.1344326090033649E8
304,733884110966,6014,858,1.0720856248279025E8,1.3431320954161367E8,1.1352328797298591E8
305,733921677048,5770,802,1.0265590248849551E8,1.292927064100641E8,1.085726279786917E8
306,733956731741,6241,862,1.0457665101900975E8,1.3189600396018611E8,1.1092129807783319E8
307,733999035408,6182,754,1.0567541817797942E8,1.3132149660935207E8,1.1174251621719505E8
308,734035078409,5617,910,1.0206740094586848E8,1.272047146713586E8,1.0814675388704494E8
309,734068913974,5566,857,1.0439820018140826E8,1.2973070998532979E8,1.1045112175003561E8
310,734102867680,6004,883,1.0417400793017456E8,1.3073098832233162E8,1.1036594910664536E8
311,734138259738,5251,832,1.1005830865905695E8,1.3563907336493927E8,1.1622240669827272E8
312,734174382276,5778,954,1.1078309655218655E8,1.379649985129712E8,1.1701962596395157E8
313,734211291434,6058,949,1.1017787907733755E8,1.4054742809694535E8,1.168728986851808E8
314,734250250454,5944,995,1.0599853716353725E8,1.3186932147726284E8,1.1209045873216473E8
315,734287472971,6025,992,1.0430093886394408E8,1.2967823298159124E8,1.1043299768747355E8
316,734322773441,6496,1192,1.0691508489413927E8,1.3653471234511974E8,1.1362732018825693E8
317,734364709511,5817,924,1.0249558584676298E8,1.2955789957225321E8,1.0884250741539045E8
318,734400653570,5884,1003,1.0474940799559176E8,1.3117407466225861E8,1.1131181976029782E8
319,734436338316,6074,925,1.0597460876324905E8,1.3342335386128823E8,1.1238902052795485E8
320,734474587997,5789,1072,1.062694108831283E8,1.3284745009881426E8,1.1295105794195172E8
321,734509606643,5690,934,1.1114919021241958E8,1.390237980555567E8,1.1766960197712548E8
322,734546480186,5717,821,1.0846957582022975E8,1.3549420327121046E8,1.1486757582022986E8
323,734583423350,6486,875,1.0962597432645394E8,1.393491704048854E8,1.1654807236566989E8
324,734623119431,5462,771,1.016286635417182E8,1.2704136942407106E8,1.0733076158093382E8
325,734654834712,5474,815,1.075885121026328E8,1.3247794347518183E8,1.1333149249478969E8
326,734723031527,5846,948,1.0556517652842852E8,1.3263866672450672E8,1.1165039221470304E8
327,734761959221,6273,766,1.0562061344402978E8,1.3303916246363774E8,1.1170661344402985E8
328,734798456962,5756,828,1.0698246523832487E8,1.3438995543440324E8,1.132625436696974E8
329,734836120795,5903,914,1.0727359520128734E8,1.3421086971109147E8,1.1337220304442452E8
330,734872800328,5936,1085,1.0667873341849235E8,1.3488730204594344E8,1.1313230204594336E8
331,734909829677,5779,924,1.0826683167376398E8,1.3626041990905815E8,1.1474392971297978E8
332,734947527132,5683,868,1.0688022922394577E8,1.3395507236120084E8,1.1313550373374963E8
333,734983400248,5762,812,1.0320676002032803E8,1.2943997570660271E8,1.0927205413797514E8
334,735019535581,5822,865,1.0759387287353781E8,1.3367844150098854E8,1.1394801012843955E8
335,735058672424,5731,1001,1.0661872838026531E8,1.3328874798810841E8,1.1313051269399087E8
336,735094469068,6018,800,1.1097500451079927E8,1.3826233784413263E8,1.1721198490295596E8
337,735133546773,5951,1019,1.0604975382693848E8,1.3284442049360512E8,1.1287032245438929E8
338,735170770485,5827,895,1.0327547236086111E8,1.3037553118439044E8,1.094795704000768E8
339,735207497614,5770,756,1.0722029068555093E8,1.3354027107770737E8,1.1319995735221756E8
340,735243112037,5637,770,1.0384014842975484E8,1.2869499156700984E8,1.0977706999838227E8
341,735279839091,5805,907,1.0924315293492454E8,1.3558105489570904E8,1.1566264313100317E8
342,735318162703,6113,818,1.0611570097490963E8,1.3392407352392918E8,1.1242003430824298E8
343,735354567354,5607,932,1.097488439058106E8,1.367010007685557E8,1.1622376547443795E8
344,735395066324,6038,948,1.0545564889860024E8,1.3329537438879631E8,1.1205068811428654E8
345,735433144423,5613,851,1.0649481147107534E8,1.3249908598087925E8,1.129704389220556E8
346,735468897147,5901,883,1.070437773805191E8,1.3409805189032307E8,1.1322065973346038E8
347,735505354213,5722,732,1.0746581510236967E8,1.3379552098472269E8,1.1365532490629138E8
348,735542110586,5705,745,1.0806442976527014E8,1.3534323368683857E8,1.1395686113781911E8
349,735576714799,5645,1038,1.038499279171947E8,1.2921390830935144E8,1.1016396713288085E8
350,735611685522,6148,833,1.0817864238776793E8,1.370720345446306E8,1.1468452474070905E8
351,735652844307,5491,752,1.0659428200421053E8,1.3221000749440657E8,1.1241936043558322E8
352,735686706349,6091,904,1.0718329057831943E8,1.3488981999008414E8,1.1353358469596662E8
353,735729867846,5988,799,1.0674299260631584E8,1.3429642397886473E8,1.129397965278843E8
354,735766837794,6052,763,1.0858462246521403E8,1.364148185436453E8,1.1487934795540999E8
355,735804883822,5948,884,1.0887355071544886E8,1.3640780561740974E8,1.1494349189191952E8
356,735840855173,5464,811,1.0288943389830494E8,1.2799653193752061E8,1.0891045350614806E8
357,735875564849,5530,815,1.0853942059539297E8,1.352004009875496E8,1.1435865588951051E8
358,735911116467,6386,790,1.1095513410007487E8,1.3943293802164352E8,1.1740313410007492E8
359,735949392406,5910,847,1.0100672237560174E8,1.286333106108957E8,1.0713982041481729E8
360,735991494715,6072,871,1.0394211223103048E8,1.3062860242710888E8,1.1036779850554019E8
361,736030197919,5279,888,1.0084706762148821E8,1.2606714605286096E8,1.0717018526854733E8
362,736068121344,5560,764,1.0491095132540976E8,1.3059438269795874E8,1.1070281407050765E8
363,736103420644,5884,940,1.0524308907086422E8,1.3316175573753114E8,1.1145554005125655E8
364,736144138050,6135,1037,1.0553392097322345E8,1.3461409744381168E8,1.1206474450263515E8
365,736183302431,6256,926,1.1071621304927476E8,1.3990121304927462E8,1.1713833069633342E8
366,736219997832,5717,847,1.0569589351155558E8,1.335461680213594E8,1.1187722684488896E8
367,736258609085,6060,885,1.0264203511480425E8,1.294931723697062E8,1.0900681942852972E8
368,736297114383,6133,803,1.0856336037355813E8,1.3711506625591123E8,1.1504639958924446E8
369,736338247913,6554,818,1.1101095644787982E8,1.4034081919297794E8,1.179197211537622E8
370,736379434279,6244,929,1.053772546334901E8,1.3320533306486267E8,1.1191411737858807E8
371,736419855381,6209,1056,1.1016135011965369E8,1.3718250698239887E8,1.1694799717847718E8
372,736460822618,6017,908,1.0602216556101027E8,1.3456030281591222E8,1.1272638124728492E8
373,736502203432,6384,881,1.1511374777067566E8,1.4255251247655812E8,1.2139853208440126E8
374,736538104522,5999,868,1.0633325759362364E8,1.3331521837793735E8,1.1225884582891776E8
375,736575793709,6102,869,1.0522915790593514E8,1.3310264810201369E8,1.1160896182750383E8
376,736612440873,5799,771,1.0194372414840591E8,1.2785880257977852E8,1.0775733199154307E8
377,736648721967,5799,910,1.027896587785263E8,1.2929734505303621E8,1.0947971760205576E8
378,736687137479,6135,822,1.0764533273172717E8,1.3630058763368797E8,1.1401017586898203E8
379,736725952580,5818,858,1.0135976925799374E8,1.2776604376779771E8,1.0737096533642513E8
380,736764699110,6003,889,1.0470470102372366E8,1.3139975984725301E8,1.1077077945509623E8
381,736800824638,5585,848,1.0400382975963902E8,1.2988108466159962E8,1.1006782975963894E8
382,736835179956,5968,850,1.066857099022515E8,1.3259300401989868E8,1.1262286676499663E8
383,736871430860,5952,929,1.0923450832559349E8,1.3703511616873085E8,1.1563007695304449E8
384,736908485746,5383,804,1.0260879211025403E8,1.2687755681613646E8,1.0828239995339125E8
385,736945362127,5809,837,1.0462171356042464E8,1.3015839983493443E8,1.1105520375650296E8
386,736979145632,5599,870,1.0511458136829339E8,1.3292414999574427E8,1.1159173823103836E8
