trial,seed,base_duration,imp_duration,min_cost,base_cost,imp_cost
387,737018359128,6013,849,1.0631304441536042E8,1.330642601016347E8,1.1222516206241915E8
388,737057364841,5964,1014,1.0762913836044112E8,1.345163148310293E8,1.1386868738004884E8
389,737092586729,6035,782,1.0581170887667152E8,1.3312290495510305E8,1.120328657394167E8
390,737130227762,6241,800,1.1078552899464099E8,1.3909111722993523E8,1.1728505840640578E8
391,737169354731,6049,991,1.0765339185676932E8,1.3594129381755382E8,1.1427443107245556E8
392,737208550620,5786,890,1.0663605061740692E8,1.3301738395074014E8,1.1276008983309315E8
393,737247519990,5921,957,1.0185559665849127E8,1.2921622410947175E8,1.080251652859424E8
394,737282311292,5552,939,1.056234960230911E8,1.3173312347407171E8,1.1175941759171857E8
395,737328573211,5682,803,1.0465697546769841E8,1.3115734801671796E8,1.1091656370299254E8
396,737367694927,6139,800,1.1028047689508757E8,1.3881894748332277E8,1.170241631695973E8
397,737404628703,5727,773,1.0361516427735494E8,1.2982018388519797E8,1.0991849761068821E8
398,737438467536,6428,916,1.0762305286284064E8,1.352551509020565E8,1.1418064109813489E8
399,737475648324,5387,842,1.0005259604349388E8,1.2335690976898393E8,1.0613051761212124E8
400,737508649029,5467,775,1.0344758649739382E8,1.2955886100719793E8,1.0932819434053136E8
401,737542806052,6158,907,1.1007261538878694E8,1.3737461538878706E8,1.1619900754564969E8
402,737583832791,6240,883,1.029483948877675E8,1.2980800273090497E8,1.0892557135835582E8
403,737620586407,6639,971,1.1049534564596236E8,1.42195992704786E8,1.1719050250870739E8
404,737665646668,5835,719,1.0733505428718978E8,1.3426283860091543E8,1.1334703467934678E8
405,737703863340,5698,846,1.115762070115089E8,1.3998797171739134E8,1.179661285801364E8
406,737745920818,5998,903,1.0358446376544143E8,1.3124018925563769E8,1.1001244415759835E8
407,737786172414,5130,785,1.0011364047940822E8,1.2390024832254547E8,1.0578630714607489E8
408,737820577489,5887,863,1.058923604083593E8,1.33236281976987E8,1.122630858985556E8
409,737859006500,5888,802,1.0906288384918858E8,1.3592145247663972E8,1.1535368777075729E8
410,737897969042,5930,818,1.0591766541293459E8,1.3295690070705232E8,1.1205862619724844E8
411,737936059173,6025,874,1.0659353490383942E8,1.3460867215874156E8,1.130432996097218E8
412,737976671344,5853,918,1.112673647393414E8,1.389649333667923E8,1.1765538434718452E8
413,738016568042,5595,962,1.0825376875588791E8,1.3433821973628005E8,1.1435398444216248E8
414,738051373180,5777,736,1.0524145311428957E8,1.3292745311428961E8,1.1162688448683874E8
415,738087814864,5757,791,1.0785753176691517E8,1.3515008078652328E8,1.1418604157083695E8
416,738124049404,6036,813,1.0702112268509115E8,1.3550502464587563E8,1.1362280895960101E8
417,738162272479,5992,787,1.0514123311576231E8,1.333761939000759E8,1.113319782138014E8
418,738201990106,5873,911,1.0184203367041156E8,1.2794044543511745E8,1.0776726896452919E8
419,738238515551,5804,897,1.0481793172817864E8,1.3000689251249237E8,1.1086016702229635E8
420,738276460211,5737,909,1.0781021787465607E8,1.3509302179622492E8,1.1438684532563664E8
421,738314639148,5945,921,1.0949505005549791E8,1.361469716241254E8,1.1584846182020369E8
422,738354166575,5565,820,1.037770221071551E8,1.3012502210715511E8,1.0955182602872387E8
423,738395679287,6252,795,1.0769057101628289E8,1.350338455260871E8,1.1402990434961632E8
424,738431384207,5913,936,1.1097140522228278E8,1.3894844443796906E8,1.1723660130071412E8
425,738470809328,6346,842,1.0493634949575782E8,1.3268444753497349E8,1.1132958478987543E8
426,738508185919,5748,857,1.0620646214418177E8,1.3207797194810349E8,1.1228914841869164E8
427,738546603092,5701,885,1.0770359395716839E8,1.349808880748155E8,1.1397677042775665E8
428,738582517463,5795,777,1.0434887189915967E8,1.2990222484033594E8,1.102778915070027E8
429,738617265353,5564,896,1.075557704400923E8,1.3425831945970032E8,1.1371279004793543E8
430,738654811993,5607,780,1.0462697456841029E8,1.3025358241154785E8,1.1087317064684181E8
431,738690140898,6146,914,1.1176940558160807E8,1.3994781734631398E8,1.1805968009141193E8
432,738729264767,5556,839,1.0205504181026074E8,1.2823853200633927E8,1.0827578690829994E8
433,738768246363,5897,949,1.0554115426409872E8,1.3411731112684377E8,1.1202778171507911E8
434,738805089066,5783,1002,1.0193757506475672E8,1.278238299667175E8,1.0818828094710976E8
435,738843356478,5768,954,1.0999282767311606E8,1.370920825750766E8,1.1653229826135144E8
436,738879011559,5432,788,1.0338722836204284E8,1.3010875777380724E8,1.0946458130321924E8
437,738913762625,6236,832,1.0681146129690023E8,1.3522899070866507E8,1.1300775541454734E8
438,738955063846,6158,926,1.0401055640103146E8,1.3109216424416856E8,1.1044645836181557E8
439,738992726387,6246,943,1.0861057647201087E8,1.3697124313867757E8,1.1494485098181489E8
440,739031130003,6494,1129,1.112653596869002E8,1.4065041851042926E8,1.1786120282415505E8
441,739069318982,5841,979,1.0766537052932434E8,1.3240321366657935E8,1.1361305680383441E8
442,739105445956,5779,831,1.1041845513050947E8,1.3813188650305855E8,1.1679790611090164E8
443,739139993822,5991,922,1.0543165203902873E8,1.3377955399981295E8,1.1148969125471483E8
444,739177282804,5714,906,1.07088110855779E8,1.3221993438519062E8,1.1315879713028884E8
445,739210995064,5721,794,1.0635564005255766E8,1.3073975769961633E8,1.1252877730745947E8
446,739246675000,5977,878,1.0518187159961456E8,1.3313944022706564E8,1.1138679316824213E8
447,739287572993,5594,874,1.0921116515438832E8,1.3520818476223168E8,1.1568275338968246E8
448,739324182313,5857,790,1.0100893352510226E8,1.2541114921137685E8,1.0703134528980808E8
449,739355895729,6062,980,1.0600885262751377E8,1.3407981341182749E8,1.1274049968633734E8
450,739395436580,6141,870,1.0534725338164571E8,1.3246476318556723E8,1.118150769110575E8
451,739430761179,5319,915,1.0202003342517765E8,1.2662836675851095E8,1.0792850401341276E8
452,739466832263,5562,961,1.03721864734058E8,1.2922904120464617E8,1.1000225689092095E8
453,739504892503,6266,829,1.0689501370411152E8,1.350835627237194E8,1.1351901370411164E8
454,739539547638,6096,894,1.0543940772644925E8,1.3316232929507662E8,1.1178654498135124E8
455,739579067286,5660,909,1.0726622288978659E8,1.3318057583096293E8,1.1377030132115918E8
456,739614669639,5797,975,1.0364705886177123E8,1.3011662748922224E8,1.1012505886177108E8
457,739665079010,5718,877,1.0510223200678118E8,1.3071199671266349E8,1.1116756534011453E8
458,739702392579,6422,796,1.150876502528728E8,1.4412966986071575E8,1.2146533652738255E8
459,739740994759,5754,828,1.0862653547666977E8,1.3530353547666982E8,1.1485341782961078E8
460,739776389531,5680,935,1.032666062886997E8,1.2987925334752345E8,1.0934272393575871E8
461,739813428941,6581,936,1.0750212626992442E8,1.366011458777675E8,1.1372130274051271E8
462,739850687038,5955,844,1.0817492865253948E8,1.3662769335842162E8,1.1443663453489241E8
463,739889074128,5988,904,1.0843517988790014E8,1.3609868969182166E8,1.151371014565276E8
464,739925585297,6405,896,1.0501136658424304E8,1.3227985678032129E8,1.1122301364306647E8
465,739962517347,6349,870,1.0760195269548328E8,1.3530946249940494E8,1.1399222720528737E8
466,740002296891,5762,993,1.0404477590926906E8,1.3083289355632788E8,1.1048605041907305E8
467,740039633568,6022,915,1.0639454495997107E8,1.3287032927369666E8,1.1264452535212788E8
468,740075917282,6321,765,1.097793183640963E8,1.3731049483468422E8,1.1625584777586085E8
469,740113991371,6358,886,1.0972632111532685E8,1.3990751719375807E8,1.1630177209571895E8
470,740156087442,6084,906,1.0917025359115621E8,1.3768882221860728E8,1.1576299868919544E8
471,740197300461,6071,862,1.0339713569808474E8,1.3166795922749622E8,1.0978621412945707E8
472,740234264419,6103,841,1.057301985646735E8,1.3476155150585002E8,1.1219612013330102E8
473,740273564584,5705,878,1.003699561283589E8,1.2715968161855519E8,1.0666970122639838E8
474,740311921733,6139,1029,1.0755770766047934E8,1.3517674687616566E8,1.1441349197420508E8
475,740348915161,6285,943,1.135314982767767E8,1.444720472963845E8,1.2031508651207064E8
476,740389497442,5459,818,1.0212778762893637E8,1.2675788566815224E8,1.0809106213874045E8
477,740423789704,5978,908,1.084122892919567E8,1.36422485370388E8,1.1504721086058399E8
478,740463065800,5920,831,1.0698872950025931E8,1.3374645499045546E8,1.1325135695123965E8
479,740501480954,6276,967,1.1040181867302239E8,1.386545245553755E8,1.1674768141812044E8
480,740538433503,5741,760,1.0686392729398355E8,1.3350139788221882E8,1.1294800572535598E8
481,740575666908,6011,746,1.0993312307300253E8,1.3774206424947315E8,1.1607914268084559E8
482,740614181035,5802,971,1.0644784264700411E8,1.3306688186269045E8,1.1248321519602366E8
483,740652783684,6137,974,1.0826493736619052E8,1.366046628563867E8,1.1484921187599446E8
484,740690080461,5625,924,1.0340424580831859E8,1.2960101051420093E8,1.0988187325929892E8
485,740728993238,5956,953,1.0643105859188935E8,1.3369892133698756E8,1.129156272193404E8
486,740767756123,5857,771,1.0657606167617512E8,1.332750616761751E8,1.1283808128401831E8
487,740803104465,6024,932,1.1091942211477488E8,1.3796267701673582E8,1.1739118682065728E8
488,740838413312,5674,858,1.0551005411456758E8,1.3174481882044987E8,1.1182725019299906E8
489,740874696868,5752,911,1.1006508741778234E8,1.3585314624131167E8,1.1633412663346863E8
490,740912467872,5922,774,1.0304755645014295E8,1.3008381135210371E8,1.0920396821484874E8
491,740952803330,5994,918,1.0991247003743224E8,1.368169602335108E8,1.1616731317468707E8
492,740989287062,6422,1032,1.0990631096387579E8,1.392057227285815E8,1.1646303645407175E8
493,741029158287,6278,883,1.0878897194251439E8,1.378723640993773E8,1.1512942292290668E8
494,741068232977,5840,988,1.0394793749450168E8,1.3024595710234492E8,1.1031256494548218E8
495,741105239900,5994,760,1.0836748337334228E8,1.362743069027541E8,1.1467179709883247E8
496,741142299454,5247,784,1.0170052975392687E8,1.2685870622451504E8,1.0787078465588765E8
497,741179928075,5952,799,1.0588544100719959E8,1.316059115954349E8,1.1206251943857215E8
498,741216039900,5980,748,1.0569124599791083E8,1.3283695188026394E8,1.1197244207634221E8
499,741254131138,6405,902,1.1345179580351333E8,1.4373012913684657E8,1.1986087423488587E8
500,741294326048,5744,839,1.0607087116895576E8,1.3378245940425009E8,1.1246638097287746E8
501,741331084880,6127,959,1.0936334305377506E8,1.3664918619102982E8,1.156984410929908E8
502,741368417768,5904,824,1.100816748690273E8,1.3672696898667422E8,1.1629643957490957E8
503,741403744140,5637,863,1.084185645951619E8,1.3380644694810294E8,1.1464078028143637E8
504,741442115944,5830,859,1.0610092519270045E8,1.325074742123082E8,1.12290709506426E8
505,741480348257,5965,956,1.0345915346600494E8,1.30128741701299E8,1.0981421228953424E8
506,741518205829,5582,884,1.037916423774992E8,1.3026676002455808E8,1.1007830904416575E8
